id,weight,KV1,KV2,KV3,KV4,KV5,KV6,KV7,KV8,KV9,KV10,KV11,KV12,KV13,KV14,KV15,KV16,KV17,KV18,KV19,none
793,1,-0.07980538,-0.14589488,0.79023363,-0.65215583,-0.80766325,-0.26590749,-1.27893041,-0.83790141,1.1723068,0.98075093,-0.61471371,0.73124368,0.07753129,-0.93670766,0.43813902,0.7001506,0.08138648,0.08585252,0.56208507,0.86176021
798,1,0.35880124,0.51762014,-0.1899548,-1.63280172,-0.26531928,-0.1230866,-1.35897458,0.19835815,-0.17498496,-0.32741212,-0.94194288,-0.35422944,-0.11555424,0.38275631,0.35309567,1.01056822,1.44937445,-0.28639473,1.50008117,-15.51178813
801,1,0.99458735,0.40947553,0.66875509,-0.2150733,-1.37180497,-1.16798913,-1.01409944,-0.60386453,0.88736494,-0.30797265,-0.97250723,-0.95793728,-0.90833064,-0.60099721,-0.32980156,1.26284212,1.67979927,1.24321371,1.30433993,-0.6757077
808,1,0.22477483,0.53401529,0.97938089,-1.7022905,-1.57918192,-0.84155077,-0.69617721,-1.30821871,-0.48666504,1.10701673,-0.41242921,0.28146247,0.70639824,0.68096724,0.37651161,1.53381535,-0.31976421,0.26254542,0.6593895,-0.35841479
810,1,-0.33173957,-0.76986734,0.08259037,-1.14715666,0.09089839,-0.90166432,-0.41214133,-0.27064526,-0.32759895,-0.14180328,0.31190517,-0.66392239,0.31254452,1.04256778,-0.10326618,1.07270632,1.82077423,-0.21268838,0.54850688,1.8449863
811,1,1.08905767,0.24561031,0.18065273,-1.53773035,-0.98972264,0.01969907,-0.05512897,-1.23738401,-0.03456036,-0.65825085,-0.21360256,0.50661491,-0.14822857,0.42683647,0.03113518,1.44038719,-0.0069052,1.15204482,-0.21052484,-2.35171912
824,1,0.16440906,-0.15351399,0.08384036,-1.01215069,-1.39126822,-1.19090401,-0.86573166,-1.1329973,0.46012886,0.97330899,-1.15005239,-1.29278909,0.68083576,0.36083757,0.91822582,1.13620234,0.77234532,1.1731785,1.46609477,0.94480697
825,1,-0.00891407,-0.2508893,0.11450983,-1.75121997,-0.4391451,-0.16514923,0.04717461,0.10055232,1.35441364,-0.81452813,0.4617362,-1.2094365,-1.00819566,0.67443984,-0.26711052,1.40776237,-0.35606301,1.24603223,0.86403045,-0.89134127
826,1,-0.12620287,-0.72938806,0.15734475,-0.66989199,-1.66125837,-0.6448366,-0.7240954,-1.08736775,1.25112602,0.66898119,-0.20016403,-0.65102903,-0.26503269,-0.04376734,-1.06161777,1.54457364,1.71976628,1.18191802,1.340942,-0.15516957
829,1,-0.18966151,-0.97714458,-0.71644907,0.25724442,-1.12741481,-0.55084159,-0.23827536,-0.40373594,1.4194108,0.54405176,0.65617215,-1.21330511,0.37234574,-0.50150812,-0.89480208,0.84876881,1.55474131,0.34654088,0.8138623,-0.89615622
830,1,1.19939404,0.29876746,0.6326886,-0.55018366,-1.47043779,-1.56596081,-0.72588395,-0.95899735,1.50266958,0.64822938,-0.83746202,-0.52660278,-0.10071726,0.75862794,-0.60110192,-0.01587134,0.91582669,0.47332546,0.92368973,-0.90640116
838,1,1.36017317,-0.06320199,0.40426225,-1.79571408,-0.93484324,-1.58447638,-1.33515714,-1.11005117,1.24683182,0.47360593,0.74340171,-0.55833538,0.6804874,-0.3796332,-0.12388963,1.20594997,1.05645267,-0.34872761,1.0628649,-0.93505789
839,1,0.32560855,0.69467451,0.91593002,-1.57676258,-1.27812643,-0.65365651,-1.22026709,-1.07946445,-0.2560828,0.77381943,0.30135712,0.04068638,0.64860264,0.19068281,0.48660507,0.50834767,0.05698532,0.58081534,0.540245,2.33725889
840,1,0.61730899,-0.21843932,-0.25707882,-1.64746162,-1.0504276,-0.05637844,-0.5611053,-0.582963,0.62932001,0.68740906,-0.98789886,-1.0345947,0.42516466,-1.04648133,-0.48309809,1.40890322,1.65638979,1.18446292,1.31696843,-0.39719863
842,1,0.70467284,-0.44883503,-0.36289821,-0.37184806,-1.48273817,-1.3930352,-1.50254585,-1.52992452,0.38427525,0.70917848,0.55166267,0.03899084,-0.2258156,-0.00291319,0.101676,1.29506594,1.49662482,1.21942303,0.81898396,-1.21964098
844,1,0.57866861,0.00012178,0.14609793,-2.12181601,-0.37562546,0.40692852,-0.70446142,-1.05721984,1.59066507,-0.40707527,0.55003107,-0.83035866,0.44871921,-0.42806556,0.66999973,1.19682622,0.57471357,-0.73383613,0.49568664,-2.4236088
845,1,1.03726333,0.60931186,0.39201835,-2.05284934,-0.13860512,0.52891883,0.59866784,0.26858614,0.67355554,0.04314998,-0.80115889,-1.51164541,0.34242401,-0.78592506,-0.43273791,0.28103465,0.36016098,-0.00178334,0.58961356,-1.875263
853,1,0.68614188,-0.41024787,0.94197932,-1.74876448,0.63723647,0.41319989,-1.3618554,0.47758813,1.24248957,-0.32762459,-1.12989548,-0.54563304,-0.13194678,-0.89023345,0.01292885,0.91192733,0.53002029,-0.30686468,0.99955404,-0.10480915
856,1,0.71657511,0.31237289,0.94394535,-1.83555505,-1.18014101,-1.47977351,-1.54716129,-1.42148883,1.0141174,0.61112975,0.05077618,0.32426272,-0.07412933,-0.0427618,0.58550608,0.48522154,1.38828516,-0.54741574,1.69623438,-0.93607178
860,1,0.97839948,-0.08163092,0.24060101,-1.99309243,-1.32842811,-1.0341322,-1.27670419,-0.65134113,1.46833049,-0.00611694,-0.9374221,-1.1624328,0.08493723,0.49408015,-0.07355304,0.78519392,1.22499049,1.37440235,1.89391874,0.97176512
872,1,0.7647466,0.07605958,0.80961149,-1.89452482,-1.18382836,-0.50505499,-0.75434976,-0.93707673,0.98656005,0.42681059,-0.00531105,-1.44569659,-0.79625634,0.68370356,0.69543129,0.02549601,1.32677547,1.16393125,0.56297275,-1.55364832
880,1,0.99894968,0.72568925,0.53878867,-2.00176681,-0.0451812,-0.94367766,-1.1634692,-0.25647693,1.36650097,0.12568576,-1.16933269,-0.73977315,-0.36037494,0.66111331,-0.15318244,1.48112657,-0.10831263,1.40656767,-0.36287423,0.13384934
881,1,0.66268685,-0.0547668,-0.01590457,-1.1678524,-1.36960999,-1.41525163,-1.36874391,-1.53999775,1.1031055,0.84691722,0.5617887,0.23069874,0.09038566,0.83727081,0.89889957,0.9520275,0.43471658,-0.47760225,0.79123217,-1.20776746
882,1,-0.27963877,-0.43434068,0.50377216,0.0225006,0.32195169,-0.70766751,-0.74589202,-0.43416881,0.10339118,0.55524577,-0.52791049,0.22236166,-0.59288409,0.04064035,0.54344082,-0.23673951,1.25072833,0.31014216,0.08506716,-0.34183887
887,1,0.72845809,-0.08158,0.57640921,-0.27116113,-1.40342656,-0.46446088,-0.91417594,-1.0527277,1.62766664,-0.59595819,-0.2336182,-0.62953191,0.33262643,-0.83343741,-0.68917305,1.23072867,0.27570381,1.25447453,1.14318359,-1.20298006
891,1,0.12436366,0.64255664,0.26439333,-2.02754498,-0.90734563,-1.30812605,-1.09100565,-0.8163479,-0.3710481,-0.65914984,0.5866492,-0.36709546,0.34161174,0.67599639,0.81111954,0.14955011,1.44632895,1.24328422,1.26180983,-1.21229637
892,1,1.1923441,0.45185132,0.55999934,-1.7816911,0.34903495,0.7757009,-0.12740951,0.26249172,-0.21834355,-0.5792705,-1.07463344,-0.53144952,-0.65229417,-0.21217773,-0.41147397,0.48812683,0.9470003,-0.29354593,0.85573996,-0.34633147
896,1,0.61874282,0.05749229,1.27398796,-1.85877536,-0.72743936,-1.35058476,-1.02770482,-0.56935898,1.48796242,1.09613665,0.64386454,-0.23943089,-0.18223723,-0.17459374,-0.13302482,-0.12470295,-0.00725062,-0.35581178,1.57272863,0.90935972
897,1,0.7850571,0.40321064,1.02547245,-1.78363658,-1.5657884,-1.60421327,-1.59754387,0.07948471,-0.48336997,-0.31153345,-0.1382956,-0.02833987,0.1955179,0.61942161,0.69641535,0.27965723,1.29248798,0.89620493,1.23979111,-0.90966866
900,1,0.53877724,-0.10657212,0.17877141,-1.80002826,-0.67104282,-0.79192694,0.28138447,-1.00707843,1.28618317,-1.11581916,0.17370701,-0.98630151,-0.60639842,0.46399898,-0.96005853,1.42879895,1.65584706,0.57739969,1.46035821,-0.66477777
906,1,0.89002907,0.04955924,1.32501059,0.0588372,-0.42819969,-0.07059255,-1.38084061,-0.08865529,0.99952112,0.65111514,-0.47397306,-0.70680989,-0.51214944,-0.232112,-0.22356985,0.65419447,-0.4422419,-0.17794068,0.10881813,1.11959352
911,1,0.0198254,-0.30719218,0.7690879,-1.83522435,-1.50307068,-1.00349773,-0.5717426,-1.24913008,1.61241791,0.41764587,-0.22516795,-0.55464238,-0.05689434,-0.85195433,0.15370686,1.56902468,0.98266977,1.27090962,1.36322861,-0.95464058
913,1,-0.2197035,-0.73476455,0.08159516,-0.14059404,0.20143646,0.20070713,0.30002649,-0.0730214,-0.17439464,-0.57216405,-0.46139099,-0.54338038,0.30902106,0.10596599,0.11179436,0.79414672,0.42201736,0.66484298,-0.27214016,-15.17711191
914,1,-0.06698917,0.02127902,0.24763083,-1.50157915,-1.63999352,-1.28799627,-0.72112522,-1.54424257,-0.01981778,0.39014482,0.5039184,0.37725645,0.01957306,0.40146405,-0.6543991,1.35215427,1.55530726,1.21193567,1.35547895,-0.64443068
917,1,-0.3514573,-0.7417606,-0.12068901,-0.10783027,-0.72274081,-0.16657527,-0.10471284,-0.45213369,1.56302443,-0.80203226,-1.13882389,-1.29165786,0.34439894,0.27232271,-0.67476694,0.53865533,1.49868532,1.3506161,1.10747791,-0.39130507
923,1,0.98643656,0.2692385,0.77737607,-1.76397845,-0.48079305,-0.65566763,-1.05912079,-0.54675103,1.07806104,0.934077,-1.42637771,-1.06803597,0.43173816,-0.86646664,-0.23725763,1.07209082,1.57273526,1.3273297,-0.34463421,-0.66109446
925,1,1.1521618,0.06728135,-0.27389947,-1.62014541,-0.18271187,0.36050821,-0.64720695,0.15777319,1.30655261,0.17056224,-1.05618507,-0.95240942,-0.28070801,-1.15900034,0.54715405,-0.50392838,0.40385035,1.26558357,1.24476755,0.37215902
927,1,1.08756202,1.31164367,1.3171351,-1.41734105,-1.40453975,-1.25658995,-0.81574993,-1.26562952,1.24705214,0.17502033,0.44972982,-0.27282627,-0.23938372,0.57362049,-0.11501818,-0.08975107,0.20903104,-0.64052032,1.14655515,0.38697049
929,1,0.76345731,0.22735853,0.14249602,-1.27253447,-1.3435908,-0.85928507,-1.35736598,-0.9011919,1.41351921,-0.09673559,-0.61724246,-0.2296402,-0.52979819,0.69183375,-0.04189826,1.0904347,1.61876018,-0.08708343,1.38850665,-17.13314131
933,1,0.25659429,0.55559916,-0.59258639,0.03629669,-0.38660528,-1.38169459,-0.98987357,-1.02334916,1.27112918,0.27680425,-1.08900892,-0.96238917,0.01710849,-1.15957834,0.53513122,1.37041968,1.71063349,0.57096388,0.98440509,-0.65464526
935,1,0.98448129,0.56367598,0.50276183,-0.1613211,-0.27681545,0.00657326,-0.74108113,-0.28586456,0.74947724,-0.20551153,-0.22537735,-0.68024592,0.3956659,0.15419721,0.25799644,-0.53842497,0.17380057,-0.46027463,-0.21371308,-1.08181819
939,1,0.55646211,0.92126288,0.62815143,-0.13055291,0.03763504,0.05402442,0.3006269,0.16335527,-0.10323691,-0.13977579,-1.33748178,-1.09292877,0.15160589,-1.20951486,-1.27269746,0.57788349,1.25969597,0.3656098,0.26987528,-1.46499227
940,1,0.90452848,-0.00932452,-0.13830687,-0.11139008,0.17436282,0.50609383,-0.95944719,0.01406641,0.07389315,-0.32408844,0.39882174,-1.3120413,-0.31518348,-0.91513849,0.0684295,0.18235246,0.90499334,1.2537816,-0.39640296,-0.34663852
941,1,-0.44140113,-0.4013037,-0.26608531,-1.82499631,-0.46962743,-0.35026129,-0.74613826,-0.71364811,1.43165827,0.12196117,0.4526985,-0.87222449,0.13692543,0.47663944,-0.30852283,1.49577018,0.75506565,0.28049266,1.24299756,-3.17844003
949,1,0.15228963,-0.28311056,0.03575164,-1.85779009,-0.0048198,0.11125398,-0.50003462,0.20781508,0.11680559,-0.25780795,-0.30188438,-0.83516869,-0.92814541,-0.15779866,-0.17080935,0.70437005,1.43484282,1.54977754,0.98446318,-17.09884539
951,1,-0.30851874,-0.47590009,0.71596299,-1.56608797,-0.83706001,-0.79542138,0.05114966,-1.33830346,1.51140068,-0.33911155,-0.56706459,-0.48178143,0.20362635,0.00640709,0.0161232,0.52162736,0.97799128,1.55517774,1.14978287,0.62299498
953,1,-0.38333656,-0.54186025,-0.33309257,-0.10890051,-0.61333888,-0.88186658,-0.14834263,-0.11383548,-0.4057392,0.57453683,-0.73078248,-0.41846386,-0.98752171,0.73284144,-0.69655818,1.48833086,1.37263138,0.90280015,1.29249823,-1.48746746
963,1,-0.22366888,-0.95197091,0.56952562,-0.60237751,-1.18646432,-0.07863828,-0.77696622,-1.87320777,1.34704972,0.19224435,0.12293831,0.55817176,-0.86493342,0.43077793,-0.75402594,1.48086779,1.41569208,0.16759946,1.02738623,-1.54911218
964,1,0.99535622,-0.33254117,0.72092185,-1.6362558,-0.58959199,-0.35495404,-0.35439757,-0.74710933,0.09118551,0.64942266,-0.7932979,-1.67008854,0.96373353,-0.59983949,-0.88390094,0.40530467,1.58044668,1.05812022,1.49748543,0.1267745
968,1,-0.34390968,-0.03237926,0.0311615,-1.64882539,0.54411467,0.86735432,0.86151176,0.72718687,-0.49650605,-0.32546839,-0.76171272,-0.36427844,-0.27031595,-0.2501429,-0.54764872,0.6844697,0.20257868,0.56434097,0.55846903,0.59694469
970,1,0.50849394,0.07435505,0.533454,-1.70418276,-1.16587083,-1.40322741,-0.51203072,-0.79447843,1.63305199,-0.48098889,0.4591265,-0.31888558,0.46495132,0.7460043,0.26128162,-0.44740487,0.17178371,0.78438341,1.19018365,-0.36078158
972,1,0.38518435,0.11588691,1.20361933,-1.84526119,-1.62361057,-0.43948518,-0.62709125,-1.38549996,-0.4066017,-0.08381343,0.02883195,-0.34504835,0.08014523,-0.27632912,0.75554308,1.57569838,0.68226608,1.35687098,0.84869446,-0.62994486
978,1,-0.17444306,-0.42101074,1.29769939,-1.73963004,-0.5421999,-0.48567925,-0.75437693,0.11834248,0.02402337,-0.29362603,-0.53224538,-0.79235848,0.85788332,0.57294971,0.05263324,0.80162114,0.30363345,0.86936016,0.83742355,0.60933972
984,1,0.71624552,-0.54537139,0.39205197,-1.13551309,-0.64409844,-1.4357194,-0.67909904,-1.1700071,0.10910364,0.96205957,0.08826909,-1.65796304,0.37964343,0.35418383,-0.55495408,1.70688978,0.79526114,1.07059448,1.24842313,-0.92574272
993,1,0.31845263,-0.44375037,0.4894354,-1.70253696,0.5615798,-0.29345515,0.11212422,-0.22092192,-0.54657131,0.14552761,0.22655642,-0.95414058,0.14021588,-0.64713068,-0.63483139,0.9317729,-0.04257528,1.61896654,0.94128224,0.60353514
998,1,0.98424086,0.77829837,1.08281585,-1.89699785,-0.93674638,-0.53768372,-1.55426568,-1.4067313,0.09790067,0.60728784,-0.2349539,-0.62030213,0.07854803,0.52836129,0.82732981,0.91453314,0.03430718,0.67764955,0.57640837,-1.1943605
1011,1,1.47057976,0.47205051,1.29755731,-0.80695136,-1.56776573,-1.10430415,-0.79076608,-0.87138813,-0.06095511,-0.6686635,-0.54406872,0.0796595,0.21673782,-0.58416187,0.42052857,-0.06564611,0.71003453,1.3751154,1.02240736,1.53182363
1012,1,0.03347345,-0.76455412,0.28791349,-1.06810107,-1.50135918,-0.81076785,-1.27098248,-1.11000889,0.67516849,-0.13101953,0.09727396,-0.68105581,-0.44001407,0.9056219,-0.10332356,1.50394811,1.39887197,1.4616725,1.51724269,0.37441286
1014,1,1.18839324,0.70592261,-0.08412462,0.45937204,-1.35721946,-1.1659709,-1.07158275,-0.6575503,0.57381606,0.63442008,-0.29909364,-1.33200627,0.60538607,-0.48121768,0.3572517,1.37688152,1.28025661,-0.36788679,-0.36504752,-0.37067775
1016,1,0.96742449,-0.03971739,-0.09422859,-1.89775508,-0.46540269,-0.79821165,0.424,-0.17354009,1.01424958,-0.22096425,-0.55069516,-0.62453682,0.42809284,0.64282012,-0.77554845,0.58426414,0.23307859,-0.04168833,1.38813619,-0.3498986
1024,1,-0.42155326,0.08222858,-0.15610342,-0.11624027,-0.35631988,0.22672044,-0.00491368,-0.27990348,1.31223139,0.12251864,-1.06188978,-1.2371378,0.42177793,-0.74787684,-0.35775947,1.46573819,1.17024877,0.2749128,-0.33667886,15.15358878
1030,1,0.69698808,0.03913665,0.42764866,-1.34294214,-1.36747412,-1.75622656,-0.20289889,-1.72021355,1.23975572,0.11613629,-0.13458049,0.28826562,0.4034756,0.07174001,0.75209699,0.34665348,0.40546249,1.20883938,0.52813678,-2.46617649
1038,1,1.62184923,-0.25264193,0.62941449,-0.50665212,-0.38865453,0.14821911,-0.03354647,-0.29921689,-0.34258144,0.76917632,-0.00694877,0.29957279,0.08429576,-0.26773701,-0.82483022,-0.31377179,0.00180918,-0.275954,-0.04180171,3.03921532
1039,1,-0.17451485,-0.26163316,0.15424716,-1.12428281,0.04565272,0.27198743,0.11037061,-1.13189598,0.68660218,-0.28261148,0.31625517,-1.20294704,-0.27345051,0.40413259,-0.12448631,0.34959183,1.67776236,0.9468831,-0.38766301,0.8493281
1040,1,-0.05054972,-0.23602143,-0.38049237,-2.09169329,-0.46512669,-0.27472158,0.27114,-0.71876733,-0.71187484,-0.11902558,0.60832125,-0.1625883,0.10403302,0.75252926,0.69215731,-0.06583716,1.57319657,0.17854103,1.09677985,-2.36559387
1044,1,0.99506529,-0.04301745,1.03979048,-1.58356058,-0.68971233,-0.92316062,-1.18064513,-0.25897431,0.66095766,0.81436446,-1.24347662,0.07502657,-1.32572278,-0.005258,-0.57580864,1.2330245,1.71812366,0.78832043,0.50466341,-1.97103903
1051,1,0.0640009,0.67241083,1.20030498,-1.09509039,-1.2934694,-1.23854224,-1.08613911,-1.48735573,1.36099687,1.04634838,-0.28225278,-0.69637752,-1.03390563,0.08834174,-0.83875788,0.67747082,1.44003716,1.41802151,1.08395749,0.1298858
1057,1,-0.21838819,-0.27479075,0.11813167,-1.92376067,0.38847298,-0.82907644,-0.68073803,0.5856894,0.99790117,0.428134,0.35310541,-0.15031742,-0.68584746,-0.81054298,0.77203246,-0.21155229,-0.13417266,1.31331624,0.96240356,0.13143713
1066,1,0.65961498,-0.31008197,1.11899466,-1.01210014,-1.09604757,0.28653471,-0.50149918,0.22726196,0.25362553,-0.08997911,-1.28697729,-0.12304153,-0.04505309,0.11962875,0.29697178,0.45006542,0.21294896,0.80224015,0.03689298,-1.42492989
1068,1,1.14845328,-0.28818832,0.33533782,-1.02718966,-1.23441212,-1.34516228,-0.79386097,-1.3431432,0.40516569,0.9923234,-1.02391447,-0.36906159,-0.07187767,0.66543041,-0.60158977,0.74490701,0.94505294,1.29919118,1.56253832,-0.38966075
1071,1,-0.16367818,0.13399033,0.0154675,-1.74448794,-0.18996172,-0.61139781,-0.95420057,-0.93538254,0.19791216,-0.51138046,-0.58838248,0.65902653,0.10719827,-0.95663195,0.78198417,1.51557234,0.74713428,1.18109478,1.31612329,-15.43710655
1081,1,0.40225659,-0.31820797,0.4495915,-0.76348775,-0.80070471,-0.62442032,-1.31034033,-1.34235727,1.26641567,0.84603508,-0.69857148,-1.13184525,0.2888996,0.08819478,-0.77305873,0.78548725,1.00320327,1.25975662,1.37315345,0.12237219
1086,1,1.2985207,-0.73526357,1.00544311,-1.97796169,-0.35899447,-1.04638618,-0.62968345,-0.94513456,0.80734969,-0.47915373,0.53929784,-0.8853382,-0.10243508,0.22650336,0.25314432,0.19946679,1.65278037,-0.18889395,1.3667387,-1.94464974
1092,1,0.42831218,-1.10863799,0.28744436,-1.96711052,-0.5838251,-0.92734714,-0.28694454,-0.10630142,0.90269388,-0.44776665,0.18341636,-0.45184414,-0.52198748,-0.52057362,-0.23370126,1.00692326,1.53597652,1.37453078,1.43674252,-1.53956519
1108,1,0.74647557,0.38764217,0.82402397,-1.52856762,-1.37562455,-0.46563274,-1.300224,-1.15634382,1.53820741,0.4349088,-0.9313145,-0.27388121,0.57920296,-0.30166099,-0.57103811,0.76438762,0.50234978,0.32685982,1.80022944,1.5656146
1115,1,0.64231444,-1.00933368,0.45628246,-1.82395755,0.05852306,-0.26167309,-0.47756672,-1.44892277,1.28991478,0.06241247,-0.56230408,0.10027509,-0.91510444,-0.53978736,-0.62603659,1.12323747,1.62906168,1.45829417,0.84437066,-0.93202486
1116,1,0.50402887,0.80580785,0.47015774,-0.45994797,-0.82599313,-0.27475919,-0.13105924,-0.79980281,1.61503377,-0.09836263,-0.66166074,-1.15315059,-0.59517885,-0.0780523,0.50390277,-0.04565904,-0.18249554,0.34931851,1.05787252,-16.16606143
1121,1,-0.08125177,-0.58074,-0.56063171,-2.07117681,-0.912184,-0.66638543,-0.76928483,-0.81753409,1.58899976,0.03389518,-0.66265278,0.23802465,0.33633993,-0.09400767,0.68487036,1.54650268,0.91855506,0.50034867,1.3683128,-1.94226087
1125,1,0.33373773,0.13747224,0.94214122,-1.73796057,-0.93151628,-1.1639046,-1.31834066,-0.99649517,1.56878967,-0.70942363,0.84322012,-0.54025936,-0.20277009,0.19700914,0.3711474,1.37310313,1.537023,-0.56317111,0.86019782,-0.13235816
1126,1,0.13630394,-0.24791945,0.51854944,-1.24524121,-1.07595722,-0.63382572,-1.76453086,-0.99924613,-0.54437031,1.18589402,-0.74438557,-0.04746042,0.07117745,0.0767254,0.45515628,1.36605696,1.61019157,0.53673864,1.34614319,-0.64767758
1130,1,1.14637066,0.12238478,0.95039249,-1.33719435,-0.56423801,-1.07673798,-0.71670356,-0.93520606,1.27511485,0.71692352,0.26011469,-1.47989416,0.05342943,-0.35917132,-0.71657233,0.93784221,-0.0022822,0.78966291,0.93576443,-1.92223924
1133,1,0.20588165,-0.10775696,0.64454917,-1.82478645,0.47102276,-0.08149351,0.07866623,0.71751273,0.67850325,-1.07457361,-0.85612551,-0.49237156,0.29297602,-0.37465138,-0.28644057,0.2181092,-0.02946565,1.76108842,0.05935577,-1.14183522
1137,1,0.82686285,0.89010645,1.49253046,-1.81108858,-0.66906822,-0.42267233,0.0921823,-0.39324551,1.3578589,0.47944009,-0.65577251,-1.66574764,0.13542298,-0.8108106,-1.27070394,1.12088635,0.62435468,0.51294211,0.16652216,-1.22305804
1147,1,0.39467207,0.03988167,0.85720722,-1.54404756,-1.21966786,-1.0432328,-1.27801965,-1.34206733,1.16763401,0.01343631,0.28966184,-0.374281,0.28092827,0.80762928,0.14955847,0.07181978,0.71341714,1.02378485,0.99168529,3.17385836
1149,1,1.06136917,0.43273781,1.12533143,-1.95923809,-0.66546918,-0.75484247,-0.80571167,-1.6191312,1.45805606,1.02445277,-0.14706178,0.67478869,-0.51536299,-0.15809209,-0.59936672,0.06918565,0.32325199,1.15181187,-0.09670925,0.14006229
1162,1,0.81325688,0.19483766,-0.08000881,-0.76375982,-0.58281936,-0.68318369,-1.50460097,-1.33826541,1.67404878,1.01608222,-0.56133578,-1.07352265,-0.31678878,-0.10439825,0.59693455,0.05155381,0.40947159,0.77941304,1.47308499,-14.94596982
1166,1,0.05344111,-0.08491926,0.5082976,0.30733894,-0.32696702,0.00597614,0.40250632,-0.86527892,0.7133311,-0.31215343,-1.5760013,-1.34647895,0.0997474,-0.7917484,-0.38867548,0.66453554,1.28257029,1.46464556,0.18983276,-1.48234407
1171,1,0.03852091,0.29601515,0.2936171,0.16679463,0.18055915,-0.4358956,0.04839595,-0.17776722,1.26648697,0.66505365,-1.3177664,-0.82985106,-0.94347423,-0.82886886,-0.91332157,1.45372338,0.93724487,0.06353703,0.03699615,-0.86873737
1177,1,0.72239706,-0.30753421,0.28928562,-1.76604315,-1.45175634,-1.15176174,-1.20526305,-0.93837693,1.06399844,0.39231998,-0.79367941,-0.38676298,-0.25991073,0.25414452,0.90797438,0.60931907,0.71528562,1.65693071,1.64943314,1.25119082
1181,1,-0.61856646,0.11068009,-0.01095344,-2.10023207,-0.20125237,0.02128016,0.41839623,0.27129995,1.2726256,-0.06130171,-0.00473528,0.50344983,0.07351609,-0.49985787,-0.20570018,-0.54450617,1.48775927,-0.13730086,0.22539919,-2.34083199
1182,1,0.76045654,0.17485639,-0.12528128,-1.78589068,-1.06767106,-0.57300994,-0.97939662,-0.92912273,0.90082593,0.75512438,0.46987285,-0.72781561,-0.18817472,0.99765456,0.43397281,0.51993186,0.80322776,-0.46343805,1.02387761,-0.87864272
1183,1,0.61294571,-0.17005369,1.15475234,-2.02452919,0.37700911,0.20451287,-0.70096932,-0.06661642,1.42330103,-0.33334114,-0.42583618,-0.38997533,-0.66911369,-0.92809097,-0.9264611,0.32858539,0.3327221,0.85880716,1.34235132,-0.88749714
1187,1,0.4487455,0.90390122,1.30685103,-1.52922939,-1.58495363,-0.96255206,-1.36933259,-1.43153901,1.46985199,0.15232785,-0.00068222,-0.34243137,0.22825861,0.67808085,0.28545181,0.3380012,0.6730136,-0.47061743,1.20685404,-0.36650869
1192,1,-0.11668601,-0.1637124,-0.02351614,0.42026884,-1.41012441,-0.5124224,-0.45114187,-0.78048185,1.72329657,0.16425572,-1.03858427,-0.0248125,0.21286754,-1.32717238,-1.16489929,1.40247792,1.52168414,0.9244419,0.64426089,-0.92487357
1212,1,-0.13460661,0.17361442,0.87496858,-0.23591886,-0.30394949,-0.76385526,-0.49921193,-0.1472882,0.87708041,0.48861909,-1.38770123,-1.41522247,-0.55179131,-0.74476585,-1.25318144,0.97884877,1.44057169,1.20078091,1.40300878,-0.13138204
1217,1,1.1920242,0.10034555,0.68685511,-1.43996252,-0.09496968,-1.00618874,-1.1863192,-1.12945225,1.10161481,0.72605635,-0.80015335,0.33112606,0.55545822,0.30778788,0.81319632,0.18485737,0.05261859,-0.53069733,0.13580261,-1.49127679
1229,1,0.8348947,-1.05413006,0.11396218,-0.61714005,-1.13224097,0.32935003,-0.29045476,-0.65871897,0.86154313,0.21892617,-0.78268988,-1.33701137,0.19529818,-1.15422842,-0.50976377,1.30594501,1.62038531,0.80882032,1.24725322,-1.54591888
1236,1,1.3317867,0.64752448,1.15948837,-1.96238262,-1.37371038,-0.34351194,-1.10904523,-1.45622758,1.40264646,0.51676114,-0.21998013,0.13747773,-0.00156885,-0.68254952,0.15876936,0.41730972,0.57632562,-0.28060842,1.08149509,-0.3614392
1240,1,0.32427188,-0.56938724,-0.03858697,-1.68491713,-1.00796224,-0.65027317,0.39198836,-0.94514453,-0.21335341,0.63924209,-0.31003145,-0.93006438,0.05561594,0.08952552,-0.07460801,1.47436817,1.19309098,1.39575724,0.86046835,0.62232891
1245,1,1.35926292,0.09861064,1.15891229,-1.51229925,-1.52605107,-1.15710215,-1.24615647,-1.47892695,1.51938989,0.18155297,-0.63310152,-0.6961687,0.56816648,-0.24349966,-0.01093632,0.96103942,0.80973062,0.46562324,1.38195362,0.14302397
1259,1,1.06899863,-0.48388011,0.10246514,-1.73097871,-1.32049744,-1.37762658,-1.40402607,-1.36449304,1.30567135,0.59066004,-0.44422006,-0.9665694,0.1695267,0.68070203,-0.24468086,1.45904832,1.82390698,1.13891212,0.99708096,0.41608264
1263,1,0.90157673,0.46490249,-0.04858228,-0.49988686,-1.39978025,-0.87672447,-1.03859109,-0.7750913,1.31744611,-0.11806266,-1.16202306,-1.14055283,-0.60690267,0.28797965,-0.60828134,1.85415506,1.90537443,0.87671345,0.66633089,0.6370579
1265,1,0.89937327,0.42953485,0.49071953,-1.95993889,-1.39349178,-1.37209024,-1.39832649,-0.47540382,1.3579583,-0.35613638,-0.8817096,-1.04985738,0.24367724,-0.09734846,0.22684486,1.33050576,1.42279969,0.89631519,1.68657435,-0.67646225
